city_x,city_y,city
3892850.825,3858001.811, 
3880889.213,3810711.88,חבצלת השרון
3908758.315,3858556.896,שער העמקים
3885707.701,3788964.206,גן חיים
3907099.485,3849180.552,יקנעם עילית
3908983.678,3849865.079,יקנעם (מושבה)
3945003.009,3835710.954,בית השיטה
3850354.409,3687612.679,נתיבות
3876635.604,3789648.379,רשפון
3915947.147,3854991.007,בית שערים
3887826.613,3773364.441,כפר סירקין
3909608.199,3848039.136,הזורע
3881784.403,3811254.824,ביתן אהרן
3964095.062,3902138.459,חולתה
3910334.453,3866039.811,כפר המכבי
3952252.782,3869116.856,כפר חיטים
3946931.654,3829734.341,ניר דוד (תל עמל)
3887343.778,3769008.788,נופך
3949809.326,3832462.4,שדה נחום
3957516.18,3878275.7,גינוסר
3962806.699,3853297.659,מסדה
3963395.285,3853855.386,שער הגולן
3957488.857,3836951.03,בית יוסף
3876683.522,3787739.803,כפר שמריהו
3955023.866,3818785.956,טירת צבי
3945355.336,3840457.597,מולדת
3907363.982,3841756.859,עין השופט
3957536.379,3828211.874,מעוז חיים
3967531.783,3865859.524,עין גב
3877725.237,3728226.625,כפר מנחם
3886713.997,3802426.371,צור משה
3908882.871,3868246.136,אושה
3915552.203,3906964.864,חניתה
3932121.689,3893119.695,פקיעין חדשה
3885410,3790492.85,שדה ורבורג
3912568.376,3857722.177,אלונים
3908614.16,3739393.077,מעלה החמישה
3882309.588,3795621.953,תל יצחק
3881041.95,3797514.8,בית יהושע
3907688.573,3882884.87,עין המפרץ
3888189.076,3839180.136,מעיין צבי
3948134.724,3859074.553,שרונה
3860722.707,3716570.51,שדה יואב
3958052.308,3823666.689,כפר רופין
3955430.695,3828049.552,נווה איתן
3907314.457,3880261.793,כפר מסריק
3948993.011,3828495.877,מסילות
3904491.542,3840931.384,דלייה
3885376.464,3746413.396,בית עוזיאל
3968881.49,3927221.814,דן
3953410.54,3821336.018,שדה אליהו
3957534.236,3844958.052,גשר
3944664.367,3855107.443,שדמות דבורה
3952081.245,3861699.099,הזורעים
3959665.98,3893950.05,מחניים
3863363.803,3713901.84,נהורה
3888490.477,3852841.96,נווה ים
3910409.896,3874032.016,אפק
3860889.186,3718984.245,נגבה
3881920.719,3799571.165,כפר נטר
3896763.043,3859737.695,בית אורן
3830889.244,3665068.555,עמיעוז
3965331.744,3918891.875,עמיר
3865621.564,3726527.758,כפר ורבורג
3968150.647,3925362.917,שאר ישוב
3913718.667,3903607.448,מצובה
3884030.109,3807220.655,בית יצחק-שער חפר
3884220.352,3827886.512,שדות ים
3965596.59,3920138.743,שדה נחמיה
3956895.481,3856508.191,אלומות
3880936.051,3757113.72,ניר צבי
3864987.306,3739032.276,קבוצת יבנה
3906558.614,3843763.342,רמת השופט
3856780.465,3698624.414,דורות
3873420.946,3714549.829,גת (קיבוץ)
3853092.103,3709858.361,גברעם
3954902.753,3831183.239,חמדיה
3899095.42,3823585.933,מענית
3969336.858,3921159.998,כפר סאלד
3913711.48,3736289.21,מוצא עילית
3884989.609,3808732.936,כפר ידידיה
3905425.291,3892673.074,שבי ציון
3920465.539,3903723.177,אילון
3967237.71,3925863.899,דפנה
3896741.789,3829898.846,כפר גליקסון
3963555.595,3923060.357,בית הלל
3942188.936,3841099.823,רמת צבי
3956810.264,3921242.248,מנרה
3850058.766,3700242.024,ניר עם
3836717.814,3660108.006,גבולות
3909027.344,3855766.616,בית זיד
3865159.346,3638336.504,רביבים
3892910.532,3781484.275,חורשים
3965243.283,3924831.659,הגושרים
3964073.115,3918182.075,כפר בלום
3846980.372,3709387.428,יד מרדכי
3855611.279,3726007.834,ניצנים
3900742.806,3835420.671,"גבעת ניל""י"
3873671.699,3735741.603,חפץ חיים
3890288.564,3736246.859,כפר אוריה
3940338.82,3857650.629,בית קשת
3969655.589,3917166.205,שמיר
3951808.826,3892485.715,בירייה
3904730.42,3836616.777,גלעד (אבן יצחק)
3886853.234,3747015.094,גזר
3957712.746,3908675.973,רמות נפתלי
3888596.348,3809825.703,בית הלוי
3951479.937,3879127.586,חוקוק
3900103.422,3814027.626,מגל
3894326.307,3813017.393,המעפיל
3957303.136,3928105.63,משגב עם
3890018.336,3802613.423,גאולים
3968083.8,3914086.111,להבות הבשן
3952106.313,3825143.255,"עין הנצי""ב"
3956404.059,3885632.081,עמיעד
3885104.683,3797630.565,בני דרור
3886817.568,3809063.434,כפר מונש
3946169.47,3851151.076,כפר קיש
3882771.358,3791361.332,בצרה
3871244.431,3724184.726,קדמה
3879248.119,3715271.662,גלאון
3867207.914,3686477.145,שובל
3864896.413,3680101.382,משמר הנגב
3863543.865,3663853.789,חצרים
3852060.546,3685371.658,שרשרת
3839571.618,3687969.736,בארי
3869800.463,3707743.798,אבן שמואל
3824665.306,3663589.036,ניר יצחק
3843169.945,3672364.096,אורים
3905233.73,3738115.18,נווה אילן
3865061.184,3733437.677,חצור-אשדוד
3935090.728,3848454.293,דברת
3920716.059,3894815.143,יחיעם
3844399.755,3659217.82,צאלים
3860292.531,3691029.714,קלחים
3843234.076,3687753.536,שוקדה
3963803.463,3927108.357,מעיין ברוך
3878596.304,3795901.407,יקום
3881806.045,3792252.43,בני ציון
3844453.843,3693992.47,סעד
3886650.087,3816109.158,חרב לאת
3887701.191,3810969.311,העוגן
3851468.256,3698778.634,גבים
3869533.498,3756114.681, 
3905643.044,3846184.669, 
3907614.76,3894436.726, 
3907181.474,3892184.9, 
3887359.143,3793284.275,משמרת
3891570.371,3864346.63,כפר גלים
3856691.387,3705396.123,ברור חיל
3915324.713,3859510.495,אלוני אבא
3917543.277,3860080.663,בית לחם הגלילית
3950407.804,3897533.323,דלתון
3906818.282,3888753.038,שמרת
3887351.593,3844118.25,נחשולים
3891407.439,3862400.546,החותרים
3938187.711,3847734.041,עין דור
3949256.928,3826624.905,רשפים
3949747.519,3825406.51,שלוחות
3880036.727,3739119.015,יסודות
3936125.878,3835596.151,גדעונה
3963352.957,3891908.165,כפר הנשיא
3899822.137,3832254.634,רגבים
3879295.113,3798272.262,אודים
3884739.993,3804443.016,נורדייה
3886580.294,3766479.022,בני עטרות
3886374.821,3770957.703,נחלים
3886189.46,3768741.052,בארות יצחק
3931987.836,3837217.155,יזרעאל
3957562.457,3912184.298,יפתח
3908382.635,3899130.17,סער
3903515.941,3736621.728,שורש
3945952.16,3847303.335,גזית
3904326.748,3733671.385,רמת רזיאל
3885439.787,3737840.649,טל שחר
3918800.702,3896229.946,געתון
3890810.715,3738359.39,הראל
3854955.413,3729254.69,ניצן
3863344.623,3697453.52,רוחמה
3941519.761,3855892.38,כדורי
3881925.668,3816667.864,מכמורת
3883107.622,3661801.351,נבטים
3962667.374,3916550.58,נאות מרדכי
3872363.076,3633387.735,משאבי שדה
3891259.924,3852518.178,עין כרמל
3876662.651,3753214.294,נצר סרני
3902427.486,3841911.999,רמות מנשה
3877259.938,3763284.936,בית דגן
3876336.812,3745165.151,קריית עקרון
3908446.603,3737870.334,אבו גוש
3914982.099,3890115.701,אבו סנאן
3934503.356,3845133.266,דחי
3932337.279,3853168.416,אכסאל
3938216.016,3890666.19,בית ג'ן
3941187.169,3880443.042,מגאר
3937293.933,3869886.295,בועיינה-נוג'ידאת
3926774.735,3885863.91,בענה
3916305.365,3887516.349,ג'ולס
3866853.154,3747464.318,יבנה
3912963.459,3832041.748,אום אל-פחם
3891330.023,3793971.379,טירה
3897329.402,3798326.679,טייבה
3960302.246,3923368.915,קריית שמונה
3909034.217,3717383.79,כפר עציון
3945779.593,3761770.207,נתיב הגדוד
3947582.338,3735473.747,אלמוג
3914080.84,3791915.23,קדומים
3945382.732,3765524.021,תומר
3900095.046,3778046.277,אלקנה
3912155.704,3716051.181,מגדל עוז
3935032.344,3757909.316,כוכב השחר
3934111.291,3754642.065,רימונים
3948833.047,3771482.944,יפית
3901750.163,3795205.852,סלעית
3911526.627,3824998.073,ריחן
3915716.007,3818594.074,מבוא דותן
3917533.658,3777057.834,אריאל
3916828.139,3797938.393,שבי שומרון
3910159.188,3764092.84,חלמיש
3921187.818,3755597.529,בית אל
3910489.109,3747146.59,בית חורון
3940045.195,3739141.504,מצפה יריחו
3955710.761,3808812.865,שדמות מחולה
3933253.696,3793885.718,אלון מורה
3954278.038,3785987.341,ארגמן
3953688.715,3811807.398,מחולה
3909992.258,3719733.382,ראש צורים
3914944.735,3727034.196,הר גילה
3910055.962,3718180.754,אלון שבות
3950957.489,3778219.064,משואה
3946003.088,3763273.022,גלגל
3943258.431,3756560.834,"ייט""ב"
3941269.822,3772492.864,מעלה אפרים
3940929.966,3706603.926,מצפה שלם
3909656.421,3702812.118,קריית ארבע
3946847.207,3795179.741,בקעות
3940294.646,3776913.458,גיתית
3943329.647,3784555.381,מכורה
3945564.656,3769184.77,פצאל
3931084.27,3735010.627,מעלה אדומים
3925317.339,3757145.743,עפרה
3911895.346,3718957.849,אלעזר
3950035.937,3795941.65,רועי
3947227.054,3759166.949,נירן
3904025.791,3785137.436,מעלה שומרון
3934050.307,3739843.134,כפר אדומים
3944231.496,3740611.711,ורד יריחו
3906836.125,3785921.064,קרני שומרון
3929298.65,3770330.895,שילה
3917750.427,3804065.138,חמש
3914677.852,3826660.326,חיננית
3913944.483,3743262.324,גבעון החדשה
3949736.924,3738134.428,בית הערבה
3954800.878,3796328.661,חמדת
3908952.196,3782948.407,יקיר
3899714.231,3753997.999,מתתיהו
3915401.2,3825696.157,שקד
3913558.937,3718915.92,אפרתה
3930328.728,3747527.623,מעלה מכמש
3901910.052,3768073.417,בית אריה
3921771.405,3710447.936,מעלה עמוס
3908772.188,3777350.051,ברקן
3916808.35,3689026.297,כרמל
3914527.899,3686577.153,מעון
3915824.987,3763355.978,עטרת
3921204.213,3750034.561,פסגות
3911711.951,3784565.607,עמנואל
3900366.877,3743337.891,מבוא חורון
3925716.441,3788653.504,ברכה
3918648.919,3807633.658,שא-נור
3910358.732,3800917.133,ענב
3948105.126,3751500.753,נעמי
3928907.09,3740866.94,עלמון
3909399.409,3819047.81,חרמש
3949492.6,3751554.823,נחל אלישע
3899651.489,3706249.755,תלם
3899131.585,3779443.423,שערי תקווה
3895316.383,3700719.313,נחל דורן
3885603.493,3683638.503,אשכולות
3914599.814,3696004.569,פני חבר
3909509.776,3735020.174,צובה
3893558.447,3727073.671,"בית ג,מאל"
3919509.6,3734432.332,ירושלים
3921696.887,3717784.136,תקוע
3923994.683,3779009.63,כפר תפוח
3948182.863,3730631.436,קליה
3944648.653,3789444.001,חמרה
3894286.942,3696995.35,נגוהות
3912097.856,3721170.154,נווה דניאל
3903512.542,3772674.08,עלי זהב
3926645.257,3825777.94,נחל גנת
3931689.906,3822515.285,כדים
3914624.026,3744750.034,גבעת זאב
3891449.936,3681617.536,טנא
3908721.166,3680118.562,מצדות יהודה
3908679.189,3778662.995,קריית נטפים
3911009.181,3753650.274,דולב
3922341.541,3785570.046,יצהר
3897774.02,3785836.756,אלפי מנשה
3934277.594,3775150.051,מגדלים
3922939.722,3770503.534,מעלה לבונה
3917518.505,3709204.073,אספר
3908903.041,3683735.326,סוסיה
3933718.278,3822483.961,גנים
3898173.58,3704690.884,אדורה
3930423.365,3786197.047,איתמר
3926878.222,3743614.768,גבע בנימין
3905104.408,3696929.414,חגי
3926525.151,3773105.855,עלי
3907328.148,3712054.359,כרמי צור
3911789.423,3759893.462,נחליאל
3901968.287,3771424.848,פדואל
3910595.11,3740594.508,הר אדר
3898830.808,3754294.36,חשמונאים
3923295.071,3747666.312,כוכב יעקב
3908778.734,3723775.799,ביתר עילית
3930696.8,3730959.755,קדר
3953957.417,3807548.88,רותם
3907450.795,3721285.449,"נח""ל גבעות"
3897578.985,3683191.401,שמעה
3952125.696,3805028.424,משכיות
3944709.259,3721264.738,אבנת
3903337.267,3758441.93,נעלה
3911381.332,3755130.314,טלמון
3907561.7,3783637.954,נופים
3897194.042,3789338.829,צופים
3901164.528,3765751.391,עפרים
3904210.653,3800930.931,אבני חפץ
3907342.039,3718596.34,בת עין
3910467.498,3778900.658,רבבה
3900421.883,3752679.464,כפר האורנים
3900743.364,3754350.71,מודיעין עילית
3896249.997,3869021.847,חיפה
3983088.985,3921926.216,בוקעאתא
3977006.581,3869000.299,אלי-עד
3982072.849,3919076.152,אל -רום
3970042.532,3863677.495,כפר חרוב
3984525.572,3874785.391,חספין
3986354.862,3892328.962,קשת
3984547.284,3886888.136,יונתן
3972207.121,3879755.119,מעלה גמלא
3976195.559,3910563.184,שעל
3979670.287,3920977.316,אודם
3981361.913,3871897.024,אבני איתן
3978625.717,3889680.424,אניעם
3980970.102,3906547.612,אורטל
3980058.488,3875809.164,נטור
3972504.224,3868001.854,בני יהודה
3989749.882,3901127.626,אלוני הבשן
3978088.725,3864295.977,מיצר
3972055.342,3868622.206,גבעת יואב
3975064.213,3870377.698,גשור
3979830.197,3927922.018,נחל נמרוד
3973930.411,3914879.085,קלע
3974028.211,3898997,קדמת צבי
3967354.501,3886182.215,חד-נס
3974339.888,3878165.707,כנף
3973066.29,3894085.952,קצרין
3983017.875,3912851.094,מרום גולן
3981758.536,3930716.329,מג'דל שמס
3980312.297,3926096.809,מסעדה
3969113.775,3860300.924,מבוא חמה
3974553.193,3865862.187,אפיק
3978774.514,3930129.426,"נווה אטי""ב"
3983372.894,3873084.275,נוב
3977594.925,3926727.893,עין קנייא
3984683.643,3907985.091,עין זיוון
3973074.167,3866887.388,נאות גולן
3986307.455,3874954.515,רמת מגשימים
3969736.904,3875667.991,רמות
3871394.183,3773699.758,תל אביב -יפו
3844014.067,3705908.655,ניסנית
3840916.542,3708753.638,אלי סיני
3839367.053,3707379.159,דוגית
3900439.686,3818038.899,באקה-ג'ת
3877842.567,3774745.588,בני ברק
3868242.543,3765154.921,בת ים
3875078.907,3772541.314,גבעתיים
3877821.971,3785517.264,הרצלייה
3887406.426,3821061.892,חדרה
3872064.154,3764708.768,חולון
3954715.042,3867095.6,טבריה
3907577.197,3869300.121,קריית אתא
3923884.133,3717145.587,נוקדים
3899545.104,3689918.585,עתניאל
3895320.752,3780399.303,אורנית
3901348.847,3779002.919,עץ אפרים
3883702.21,3756882.425,לוד
3848370.217,3719636.77,אשקלון
3874166.747,3754050.499,נס ציונה
3928802.52,3855578.264,נצרת
3880143.287,3804436.484,נתניה
3929648.072,3877434.415,סח'נין
3906144.148,3885683.448,עכו
3930183.627,3844248.611,עפולה
3892180.441,3825562.977,פרדס חנה-כרכור
3883202.561,3774834.122,פתח תקווה
3905105.003,3873896.829,קריית מוצקין
3872542.338,3759654.709,ראשון לציון
3875011.293,3749648.045,רחובות
3881661.948,3754203.054,רמלה
3877014.363,3772238.217,רמת גן
3882120.915,3787983.021,רעננה
3915332.981,3869506.793,שפרעם
3917893.399,3876091.768,טמרה
3872405.294,3666130.177,באר שבע
3906748.526,3896925.717,נהרייה
3951521.879,3828337.476,בית שאן
3890824.757,3837929.673,זכרון יעקב
3883960.857,3767349.598,יהוד
3906410.34,3873421.518,קריית ביאליק
3904181.556,3875233.206,קריית ים
3883495.479,3783579.764,הוד השרון
3890247.771,3832588.826,בנימינה
3914974.106,3566593.782, 
3898010.837,3526318.51, 
3887835.448,3713714.545, 
3892071.789,3651015.195, 
3867014.222,3677543.371, 
3886643.137,3669794.601, 
3893171.821,3665979.127, 
3881926.069,3810690.32, 
3855772.648,3728703.266, 
3862482.592,3675081.646, 
3908789.001,3790232.311, 
3903720.326,3817178.927, 
3924035.211,3787076.061, 
3903740.894,3706889.133, 
3910768.162,3797750.604, 
3903450.282,3746196.761, 
3921373.348,3724138.737, 
3901312.041,3748626.647, 
3891969.763,3699301.435, 
3901725.523,3691316.803, 
3913741.347,3714127.262, 
3933589.066,3787138.371, 
3936465.379,3825530.164, 
3926798.934,3781587.163, 
3928526.443,3782329.667, 
3922896.399,3753767.509, 
3909388.534,3759926.112, 
3928582.118,3790495.373, 
3908997.455,3807302.612, 
3904144.94,3753984.066, 
3913535.427,3700460.524, 
3949523.782,3814142.887, 
3915650.245,3761631.381, 
3907209.391,3772978.803, 
3925131.619,3823036.947, 
3930001.236,3807537, 
3932053.13,3776631.547, 
3914158.897,3762960.698, 
3901454.541,3758482.208, 
3840776.464,3703493.635, 
3822154.497,3677270.855, 
3824652.084,3685127.745, 
3816858.272,3672849.136, 
3830997.91,3695231.306, 
3820557.469,3682256.094, 
3819706.808,3681533.307, 
3818410.761,3681378.309, 
3812807.917,3674673.523, 
3815631.096,3678655.879, 
3815569.274,3677440.073, 
3813635.987,3676595.571, 
3813345.145,3675639.096, 
3810833.505,3673764.312, 
3811392.459,3674648.535, 
3915519.351,3866492.524,עדי
3897724.411,3750013.464,מודיעין-מכבים-רעות
3936233.195,3883637.679,כמון
3932886.127,3882985.989,מכמנים
3936894.009,3874867.496,הררית
3922445.328,3882537.888,גילון
3918090.557,3900420.839,מנות
3924059.696,3890942.254,גיתה
3928121.846,3887656.478,לבון
3923346.827,3900065.453,הילה
3932713.932,3889557.972,חרשים
3952903.25,3881013.922,כחל
3949064.25,3881806.35,קדרים
3954598.596,3894989.075,עמוקה
3942660.402,3898752.54,צבעון
3944152.525,3878134.391,טפחות
3923968.2,3903257.787,גורנות הגליל
3887019.539,3786625.743,כפר סבא
3952014.583,3890867.611,צפת
3928145.438,3900393.773,אבירים
3924239.048,3882416.724,צורית
3918496.236,3873641.822,"מצפה אבי""ב"
3822306.656,3660341.198,שדי אברהם
3895593.141,3792389.374,כוכב יאיר
3947817.358,3875470.94,רביד
3926293.261,3879137.268,יובלים
3821244.525,3659644.957,יתד
3947215.594,3878646.548,כלנית
3951003.547,3877245.948,לבנים
3824477.32,3661564.855,פרי גן
3820441.05,3657339.728,יבול
3925021.956,3881131.866,שורשים
3894507.101,3782556.25,נירית
3825062.272,3658742.029,תלמי יוסף
3822957.55,3663589.062,סופה
3821110.966,3662692.654,חולית
3834885.74,3669354.16,עין הבשור
3823573.946,3658074.546,דקל
3845090.009,3706668.096,נתיב העשרה
3936506.035,3881246.622,סלמה
3920803.51,3908250.624,עראמשה
3904173.278,3825367.901,קציר-חריש
3897490.811,3477133.998,אליפז
3915581.696,3863959.185,הרדוף
3957540.114,3883268.483,כורזים
3960001.181,3882569.998,אמנון
3903725.415,3741287.457,נטף
3913481.494,3891543.769,אשרת
3923338.273,3866732.208,חנתון
3943330.851,3874549.279,מסד
3893751.933,3739406.765,נווה שלום
3861637.241,3639603.642,רתמים
3907504.895,3677526.197,הר עמשא
3926099.018,3894770.05,כפר ורדים
3883512.792,3688928.985,שומרייה
3896218.99,3491294.89,שחרות
3889525.704,3675164.004,מיתר
3875479.382,3680898.512,להבים
3930889.646,3888708.536,חלוץ
3933552.323,3833240.358,גן נר
3935251.649,3873706.352,אבטליון
3900235.328,3508436.069,נווה חריף
3829128.878,3620331.132,ניצני סיני
3951394.423,3821463.682,תל תאומים
3912457.424,3863379.489,נופית
3963857.231,3886017.071,כרכום
3878268.927,3658443.297,שגב-שלום
3923354.38,3858428.058,גבעת אלה
3900231.988,3811171.55,זמר
3832902.663,3621147.567,כמהין
3944965.215,3865459.42,גבעת אבני
3945886.107,3895969.207,אור הגנוז
3923237.724,3892667.983,יאנוח-ג'ת
3930014.562,3891281.081,כסרא-סמיע
3943324.682,3884096.94,כפר חנניה
3888902.864,3671577.743,חורה
3890099.238,3763050.811,שוהם
3890031.397,3801142.378,צורן
3891392.191,3769963.952,אלעד
3899786.247,3752472.461,לפיד
3957024.07,3859661.63,פורייה עילית
3893172.76,3784145.63,מתן
3910092.426,3828820.543,אל -עריאן
3897676.771,3807158.62,בת חפר
3896166.356,3854438.105,עין חוד
3875724.88,3791414.005,ארסוף
3933767.027,3848075.832,אחוזת ברק
3934872.293,3883272.159,כמאנה
3931872.899,3882118.423,חוסנייה
3937642.867,3883868.545,ראס אל-עין
3923565.964,3859905.797,שמשית
3874355.386,3726724.376,אל -עזי
3926869.185,3892301.446,מגדל תפן
3892049.996,3803647.096,תנובות
3893663.361,3821932.951,תלמי אלעזר
3895578.438,3816381.011,שדה יצחק
3962729.495,3927831.337,יובל
3890422.828,3744923.355,כפר בן נון
3871920.699,3729536.846,ינון
3866707.458,3729553.839,אורות
3850647.612,3684355.968,גבעולים
3890017.561,3784371.571,שדי חמד
3948689.923,3822243.501,רוויה
3888743.497,3815857.938,גבעת חיים (איחוד)
3881654.794,3682084.507,להב
3902450.4,3825112.845,אום אל-קוטוף
3958957.553,3837740.963,ירדנה
3913821.001,3841658.162,מדרך עוז
3871355.194,3718360.351,מנוחה
3925436.424,3876283.259,רקפת
3888951.783,3699422.389,שקף
3921273.17,3856033.163,תמרת
3905970.37,3501837.897,לוטן
3887334.118,3743373.67,כרמי יוסף
3943138.216,3822899.091,מירב
3911684.062,3885684.389,ג'דיידה-מכר
3916478.159,3898901.304,נווה זיו
3895025.939,3746205.883,נוף איילון
3887477.424,3757040.598,בן שמן (מושב)
3875229.486,3736064.215,בית חלקיה
3956803.525,3892997.281,חצור הגלילית
3886055.471,3781615.781,עדנים
3890965.973,3765036.088,ברקת
3907652.139,3738263.685,קריית יערים (מוסד)
3939657.152,3692339.381,עין גדי
3898273.355,3809363.752,בחן
3851192.89,3683375.803,מלילות
3873346.966,3718615.778,נחלה
3871699.218,3720138.049,סגולה
3855155.195,3694905.711,ניר משה
3856853.654,3693930.231,ניר עקיבא
3864102.579,3691270.658,שדה צבי
3856775.684,3689770.759,"תלמי ביל""ו"
3866619.737,3717383.249,רווחה
3930378.683,3836701.993,אביטל
3930733.847,3835157.443,פרזון
3929627.711,3835182.069,מיטב
3896699.241,3818755.924,מאור
3950280.371,3821073.037,שדי תרומות
3862037.626,3690062.112,"פעמי תש""ז"
3855199.619,3680968.141,ברוש
3854665.974,3681975.211,תדהר
3856523.602,3681093.423,תאשור
3953939.346,3906220.053,דישון
3854373.078,3692440.919,זרועה
3892529.485,3864452.311,טירת כרמל
3899234.485,3641485.101,דימונה
3910064.55,3857388.714,קריית טבעון
3880130.976,3766906.901,אור יהודה
3901036.948,3865062.124,נשר
3878444.568,3755956.199,באר יעקב
3871636.331,3738549.631,גדרה
3919874.965,3666052.974,ערד
3889480.128,3446315.339,אילת
3895146.641,3729916.174,בית שמש
3880447.507,3771031.462,קריית אונו
3871066.788,3711519.411,קריית גת
3891536.365,3776059.813,ראש העין
3878456.417,3781192.201,רמת השרון
